project_slug,date,sqft,psf,price,mapping_status,resolved_layout,bedrooms,bathrooms,layout_options,reference_area_sqft,area_diff_sqft,match_rule,mapping_confidence,review_note,evidence_kinds,evidence_urls,evidence_notes
gem_residences,Dec2024,452,1902,860000,matched,1b1b,1,1,1b1b (1b/1ba),452,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A1 at 452 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2024,570,1928,1100000,unmapped,,,,2b1b (2b/1ba),570,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1 at 570 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jan2025,592,1841,1090000,unmapped,,,,2b1b (2b/1ba),592,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B2 at 592 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jan2025,678,1961,1330000,matched,2b2b,2,2,2b2b (2b/2ba),678,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B3 at 678 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2025,570,1889,1078000,unmapped,,,,2b1b (2b/1ba),570,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1 at 570 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2025,678,1841,1248888,matched,2b2b,2,2,2b2b (2b/2ba),678,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B3 at 678 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2025,678,1931,1310000,matched,2b2b,2,2,2b2b (2b/2ba),678,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B3 at 678 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2025,678,2046,1388000,matched,2b2b,2,2,2b2b (2b/2ba),678,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B3 at 678 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Mar2025,592,1891,1120000,unmapped,,,,2b1b (2b/1ba),592,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B2 at 592 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Apr2025,1054,2038,2150000,matched,3b3b,3,3,3b3b (3b/3ba),1055,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C5 at 1055 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Apr2025,1313,2046,2688000,matched,5b4b,5,4,5b4b (5b/4ba),1313,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE E1 at 1313 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,May2025,484,1868,905000,matched,1b1b,1,1,1b1b (1b/1ba),484,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A2p at 484 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,May2025,979,1786,1750000,matched,3b2b,3,2,3b2b (3b/2ba),980,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C4 at 980 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,May2025,936,1900,1780000,matched,3b2b,3,2,3b2b (3b/2ba),936,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C1 at 936 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jun2025,452,2001,905000,matched,1b1b,1,1,1b1b (1b/1ba),452,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A1 at 452 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jun2025,484,1878,910000,matched,1b1b,1,1,1b1b (1b/1ba),484,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A2p at 484 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jun2025,936,2119,1985000,matched,3b2b,3,2,3b2b (3b/2ba),936,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C1 at 936 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jul2025,979,1724,1688888,matched,3b2b,3,2,3b2b (3b/2ba),980,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C4 at 980 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jul2025,947,1794,1700000,matched,3b2b,3,2,3b2b (3b/2ba),947,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C2p at 947 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jul2025,1011,2113,2138888,matched,3b3b,3,3,3b3b (3b/3ba),1012,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C3 at 1012 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Sep2025,775,1935,1500000,matched,2b2b,2,2,2b2b (2b/2ba),775,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B5 at 775 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Sep2025,1011,2055,2080000,matched,3b3b,3,3,3b3b (3b/3ba),1012,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C3 at 1012 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Sep2025,1248,2122,2650000,matched,4b3b,4,3,4b3b (4b/3ba),1249,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE D1 at 1249 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Sep2025,1313,2154,2828888,matched,5b4b,5,4,5b4b (5b/4ba),1313,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE E1 at 1313 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Oct2025,570,1858,1060000,unmapped,,,,2b1b (2b/1ba),570,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1 at 570 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Oct2025,775,1937,1501800,matched,2b2b,2,2,2b2b (2b/2ba),775,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B5 at 775 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Oct2025,1011,2174,2200000,matched,3b3b,3,3,3b3b (3b/3ba),1012,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C3 at 1012 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Nov2025,947,2035,1928000,matched,3b2b,3,2,3b2b (3b/2ba),947,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C2p at 947 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,570,1954,1115000,unmapped,,,,2b1b (2b/1ba),570,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B1 at 570 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,947,1900,1800000,matched,3b2b,3,2,3b2b (3b/2ba),947,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C2p at 947 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,936,2092,1960000,matched,3b2b,3,2,3b2b (3b/2ba),936,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C1 at 936 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,936,2157,2020000,matched,3b2b,3,2,3b2b (3b/2ba),936,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C1 at 936 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,1054,2227,2350000,matched,3b3b,3,3,3b3b (3b/3ba),1055,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C5 at 1055 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Dec2025,1313,2070,2718888,matched,5b4b,5,4,5b4b (5b/4ba),1313,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE E1 at 1313 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jan2026,592,1942,1150000,unmapped,,,,2b1b (2b/1ba),592,0,exact_area,medium,Rejected 2b1b mapping for sub-600 sqft transaction.,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE B2 at 592 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Jan2026,947,2069,1960000,matched,3b2b,3,2,3b2b (3b/2ba),947,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE C2p at 947 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2026,452,1924,870000,matched,1b1b,1,1,1b1b (1b/1ba),452,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A1 at 452 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2026,452,2001,905000,matched,1b1b,1,1,1b1b (1b/1ba),452,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A1 at 452 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Feb2026,484,1895,918000,matched,1b1b,1,1,1b1b (1b/1ba),484,0,exact_area,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE A2p at 484 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
gem_residences,Mar2026,1248,2258,2820000,matched,4b3b,4,3,4b3b (4b/3ba),1249,1,nearest_1sqft,medium,,third_party_original_brochure,https://stacked-condo-database.sgp1.digitaloceanspaces.com/stacked-condo-database/brochure/Gem Residences/Gem Residences Brochure.pdf,[auto-stacked] Stacked-hosted original brochure text lists TYPE D1 at 1249 sqft; bedroom count comes from brochure type/category and bathroom count is inferred from floor-plan labels/standard layout convention.
